Genome Name,RR:HPKratio,HPK,RR,unit_norm_hkct,unit_norm_genect,Genome Size   * assembled,Gene Count   * assembled,hpkper100gene,HybridHPK,taxon_oid,Domain,Status,Study Name,Sequencing Center,IMG Genome ID ,Phylum,ForColors,Class,Order,Family,Genus,Species,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Ecotype,Habitat,Phylum2
Citreicella sp. SE45,1.30952381,42,55,0.014246974,1.865335974,5523231,5499,0.763775232,16,647533124,Bacteria,Permanent Draft,Citreicella sp. SE45,J. Craig Venter Institute (JCVI),647533124,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Citreicella,Citreicella sp. SE45,Environmental,Aquatic,Intertidal zone,Marine,,"Host, Marine",
Carnobacterium sp. AT7,0.764705882,17,13,0.005766632,0.851426313,2501418,2510,0.677290837,9,2501651209,Bacteria,Permanent Draft,Carnobacterium sp. AT7,J. Craig Venter Institute (JCVI),2501651209,Firmicutes,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium sp. AT7,Environmental,Aquatic,Unclassified,Marine,,Marine,
Candidatus Pelagibacter ubique SAR11 HTCC9565,0.666666667,6,4,0.002035282,0.470150147,1279674,1386,0.432900433,,2503283022,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),2503283022,Proteobacteria,Pelagibacter,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,,,,,,Marine,
Candidatus Pelagibacter ubique SAR11 HTCC9022,0.571428571,7,4,0.002374496,0.496608813,1362422,1464,0.478142077,,2511231041,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),2511231041,Proteobacteria,Pelagibacter,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,,,,,,Marine,
Candidatus Pelagibacter ubique SAR11 HTCC8051,0.571428571,7,4,0.002374496,0.508142078,1395115,1498,0.46728972,,2511231043,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),2511231043,Proteobacteria,Pelagibacter,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,,,,,,Marine,
Candidatus Pelagibacter ubique SAR11 HTCC1062,0.625,8,5,0.002713709,0.472863857,1308759,1394,0.573888092,,637000058,Bacteria,Finished,Candidatus Pelagibacter ubique SAR11 HTCC1062,"University of California, San Diego, Verenium Corporation, Oregon State University",637000058,Proteobacteria,Pelagibacter,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",
Candidatus Pelagibacter ubique SAR11 HTCC1013,0.555555556,9,5,0.003052923,0.478630489,1302704,1411,0.6378455,,2511231042,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),2511231042,Proteobacteria,Pelagibacter,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,,,,,,Marine,
Candidatus Pelagibacter ubique SAR11 HTCC1002,0.5,8,4,0.002713709,0.484397121,1327604,1428,0.56022409,,638341056,Bacteria,Permanent Draft,Candidatus Pelagibacter ubique SAR11 HTCC1002,J. Craig Venter Institute (JCVI),638341056,Proteobacteria,Pelagibacter,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,Environmental,Aquatic,Unclassified,Marine,,Marine,
Candidatus Pelagibacter ubique HTCC7217,0.625,8,5,0.002713709,0.521371411,1433611,1537,0.52049447,,2561511228,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),2561511228,Proteobacteria,Pelagibacter,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,,,,,,,
Candidatus Pelagibacter ubique HTCC7214,0.625,8,5,0.002713709,0.500340164,1375060,1475,0.542372881,,2561511239,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),2561511239,Proteobacteria,Pelagibacter,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,Environmental,Aquatic,Unclassified,Marine,,,
Candidatus Pelagibacter ubique HTCC1040,0.714285714,7,5,0.002374496,0.468454079,1274624,1381,0.506879073,15,2513237133,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),2513237133,Proteobacteria,Pelagibacter,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,,,,,,,
Candidatus Pelagibacter ubique HTCC1016,0.571428571,7,4,0.002374496,0.476255993,1297098,1404,0.498575499,18,2516143128,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),2516143128,Proteobacteria,Pelagibacter,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,,,,,,,
Candidatus Pelagibacter ubique HIMB140,0.625,8,5,0.002713709,0.520692984,1437930,1535,0.521172638,18,2503754000,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),2503754000,Proteobacteria,Pelagibacter,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,,,,,,Marine,
Candidatus Pelagibacter ubique HIMB083,0.625,8,5,0.002713709,0.510516574,1395997,1505,0.531561462,16,2510461079,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),2510461079,Proteobacteria,Pelagibacter,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,,,,,,Marine,
Candidatus Pelagibacter ubique HIMB058 (unscreened),0,9,,0.003052923,0.430462148,1115049,1269,0.709219858,4,2265129005,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),2265129005,Proteobacteria,Pelagibacter,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,,,,,,,
Candidatus Pelagibacter sp. IMCC9063,0.5,10,5,0.003392137,0.50271466,1284727,1482,0.674763833,,650716017,Bacteria,Finished,Candidatus Pelagibacter sp. IMCC9063,Inha University,650716017,Proteobacteria,Pelagibacter,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter sp. IMCC9063,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",
Candidatus Pelagibacter sp. HTCC7211,0.625,8,5,0.002713709,0.534600745,1456888,1576,0.507614213,,2503283017,Bacteria,Permanent Draft,Candidatus Pelagibacter sp. HTCC7211,J. Craig Venter Institute (JCVI),2503283017,Proteobacteria,Pelagibacter,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter sp. HTCC7211,Environmental,Aquatic,Unclassified,Marine,,Marine,
Candidatus Pelagibacter sp. HIMB1321,0.625,8,5,0.002713709,0.487110831,1320649,1436,0.557103064,,2547132513,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),2547132513,Proteobacteria,Pelagibacter,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter sp. HIMB1321,,,,,,,
Candidatus Pelagibacter sp. HIMB122,0.625,8,5,0.002713709,0.528155685,1453515,1557,0.513808606,,2561511237,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),2561511237,Proteobacteria,Pelagibacter,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter sp. HIMB122,,,,,,,
Caminibacter mediatlanticus TB-2,1.230769231,13,16,0.004409778,0.642470692,1663618,1894,0.686378036,19,640963039,Bacteria,Permanent Draft,Caminibacter mediatlanticus TB-2,J. Craig Venter Institute (JCVI),640963039,Proteobacteria,Epsilonproteobacteria,Epsilonproteobacteria,Nautiliales,Nautiliaceae,Caminibacter,Caminibacter mediatlanticus,Environmental,Aquatic,Hydrothermal vents,Marine,,"Aquatic, Hot spring, Hydrothermal vent, Marine",
"Caldithrix abyssi LF13, DSM 13497",1.157303371,89,103,0.030190017,1.303258922,4978541,3842,2.316501822,13,2561511127,Bacteria,Permanent Draft,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),2561511127,Caldithrixae,Other,Caldithrixia,Caldithrixales,Caldithrixaceae,Caldithrix,abyssi,Environmental,Aquatic,Hydrothermal vents,Marine,,"Aquatic, Deep sea, Marine",
Brevundimonas sp. BAL3,1.101694915,59,65,0.020013607,1.196745829,3646072,3528,1.672335601,11,647533115,Bacteria,Permanent Draft,Brevundimonas sp. BAL3,J. Craig Venter Institute (JCVI),647533115,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp. BAL3,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",
Belliella baltica DSM 15883,1.020833333,48,49,0.016282256,1.315809828,4196595,3879,1.237432328,8,2509276058,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),2509276058,Bacteroidetes,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Belliella,Belliella baltica,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",
Beggiatoa sp. Orange Guaymas,1.21686747,83,101,0.028154735,1.808008863,4772184,5330,1.557223265,13,2502790011,Bacteria,Permanent Draft,Beggiatoa sp. Orange Guaymas,J. Craig Venter Institute (JCVI),2502790011,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Beggiatoa,Beggiatoa sp. 'Orange Guaymas',Environmental,Aquatic,Hydrothermal vents,Marine,,"Aquatic, Hot spring, Hydrothermal vent, Marine",
Bacillus sp. SG-1,0.806451613,31,25,0.010515624,1.502038133,3948965,4428,0.700090334,15,640963033,Bacteria,Permanent Draft,Bacillus sp. SG-1,J. Craig Venter Institute (JCVI),640963033,Firmicutes,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. SG-1,Environmental,Aquatic,Oceanic,Marine,,"Marine, Sediment",
Bacillus sp. NRRL B-14911,0.753846154,65,49,0.022048889,1.966421647,5085825,5797,1.121269622,3,638341014,Bacteria,Permanent Draft,Bacillus sp. NRRL B-14911,J. Craig Venter Institute (JCVI),638341014,Firmicutes,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. NRRL B-14911,Environmental,Aquatic,Unclassified,Marine,,Marine,
Bacillus sp. B14905,1,54,54,0.018317538,1.611264934,4497271,4750,1.136842105,73,640612200,Bacteria,Permanent Draft,Bacillus sp. B14905,J. Craig Venter Institute (JCVI),640612200,Firmicutes,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. B14905,Environmental,Aquatic,Unclassified,Marine,,"Marine, Surface water",
Aquimarina muelleri DSM 19832,1.102040816,49,54,0.01662147,1.417573929,4903219,4179,1.172529313,7,2524023059,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2524023059,Bacteroidetes,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina muelleri,Environmental,Aquatic,Marginal Sea,Marine,,"Aquatic, Marine, Sea water",
"Aquiflexum balticum BA160, DSM 16537",0.805555556,72,58,0.024423384,1.737113206,5987095,5121,1.405975395,1,2506520046,Bacteria,Permanent Draft,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),2506520046,Bacteroidetes,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Aquiflexum,Aquiflexum balticum,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",
Amphritea japonica ATCC BAA-1530,1.214285714,42,51,0.014246974,1.207261453,3801615,3559,1.180106772,11,2519899692,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2519899692,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Amphritea,Amphritea japonica,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment",
Alteromonas sp. ALT199,1.349206349,63,85,0.021370461,1.370084015,4635666,4039,1.559792028,11,2524614846,Bacteria,Permanent Draft,Alteromonas ALT199,DOE Joint Genome Institute (JGI),2524614846,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas sp. ALT199,,,,,,,
Alteromonas naphthalenivorans SN2,1.403225806,62,87,0.021031248,1.506787124,4972148,4442,1.395767672,6,2504136012,Bacteria,Finished,Alteromonas naphthalenivorans SN2,National Instrumentation Center for Environmental Management Korea,2504136012,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas naphthalenivorans,Environmental,Aquatic,Intertidal zone,Marine,,"Marine, Sediment",
Alteromonas mediterranea DE,1.406779661,59,83,0.020013607,1.400274031,4412282,4128,1.429263566,6,642555105,Bacteria,Finished,"Alteromonas macleodii strains, University Miguel Hernandez, Spain",J. Craig Venter Institute (JCVI),642555105,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas mediterranea,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Deep sea, Marine",
Alteromonas macleodii HOT1A3,1.415384615,65,92,0.022048889,1.453869791,4801807,4286,1.516565562,11,2687453488,Bacteria,Finished,Alteromonas macleodii strain:HOT1A3 Genome sequencing and assembly,University of Haifa,2687453488,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii,,,,,,,
Alteromonas macleodii D7,1.472727273,55,81,0.018656752,1.39925639,4575623,4125,1.333333333,10,2684623206,Bacteria,Finished,Genome sequencing of Alteromonas species,University Miguel Hernandez,2684623206,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii,,,,,,,
Alteromonas macleodii Black Sea 11,1.348484848,66,89,0.022388102,1.30868634,4480507,3858,1.710730949,35,2521172684,Bacteria,Finished,"Alteromonas macleodii strains, University Miguel Hernandez, Spain",University Miguel Hernandez,2521172684,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii,Environmental,Aquatic,Unclassified,Marine,,Marine,
Alteromonas macleodii ATCC 27126,1.453125,64,93,0.021709675,1.336841075,4653851,3941,1.623953311,17,2554235747,Bacteria,Finished,"Alteromonas macleodii strains, University Miguel Hernandez, Spain",University Miguel Hernandez,2554235747,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine",
Alteromonas australica H17,1.388888889,54,75,0.018317538,1.193014479,4308833,3517,1.535399488,9,2585427644,Bacteria,Finished,Alteromonas australica strain:H17 Genome sequencing,University Miguel Hernandez,2585427644,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas australica,,,,,,,
Alteromonas australica DE170,1.350877193,57,77,0.019335179,1.472526543,4457472,4341,1.313061507,14,2639762924,Bacteria,Finished,Alteromonas australica strain:DE170 Genome sequencing,University Miguel Hernandez,2639762924,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas australica,,,,,,,
Alphaproteobacteria sp. SAR11 HIMB5,0.625,8,5,0.002713709,0.497626454,1343202,1467,0.545330607,,2503982040,Bacteria,Permanent Draft,Alphaproteobacteria sp. SAR11 HIMB5,J. Craig Venter Institute (JCVI),2503982040,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified,unclassified,Environmental,Aquatic,Unclassified,Marine,,"Host, Marine",
Alphaproteobacteria sp. SAR11 A9_spades (unscreened),0,5,,0.001696068,0.150271656,311625,443,1.128668172,,2517287014,Bacteria,Permanent Draft,Alphaproteobacteria sp. SAR11 A9_spades,Massachusetts Institute of Technology,2517287014,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,uncultured Candidatus Pelagibacter sp.,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",
alpha proteobacterium sp. HIMB59,0.555555556,9,5,0.003052923,0.519675343,1410127,1532,0.587467363,,2503982041,Bacteria,Finished,alpha proteobacterium sp. HIMB59,J. Craig Venter Institute (JCVI),2503982041,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,unclassified,alpha proteobacterium HIMB59,Environmental,Aquatic,Intertidal zone,Marine,,"Host, Marine",
alpha proteobacterium SCGC AAA288-N07 (unscreened),0,5,,0.001696068,0.376527174,954664,1110,0.45045045,3,2236347020,Bacteria,Permanent Draft,"Generating reference genomes for marine ecosystem research: Single cell sequencing of ubiquitous, uncultured bacterioplankton clades",DOE Joint Genome Institute (JGI),2236347020,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,unclassified,alpha proteobacterium SCGC AAA288-N07,Environmental,Aquatic,Unclassified,Marine,,Marine,
alpha proteobacterium SCGC AAA288-G21 (unscreened),0,3,,0.001017641,0.374152678,909786,1103,0.271985494,8,2236347014,Bacteria,Permanent Draft,"Generating reference genomes for marine ecosystem research: Single cell sequencing of ubiquitous, uncultured bacterioplankton clades",DOE Joint Genome Institute (JGI),2236347014,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,unclassified,alpha proteobacterium SCGC AAA288-G21,Environmental,Aquatic,Unclassified,Marine,,Marine,
alpha proteobacterium SCGC AAA288-E13 (unscreened),0,7,,0.002374496,0.32157456,812863,948,0.738396624,6,2236661012,Bacteria,Permanent Draft,"Generating reference genomes for marine ecosystem research: Single cell sequencing of ubiquitous, uncultured bacterioplankton clades",DOE Joint Genome Institute (JGI),2236661012,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,unclassified,alpha proteobacterium SCGC AAA288-E13,Environmental,Aquatic,Unclassified,Marine,,Marine,
alpha proteobacterium SCGC AAA240-E13 (unscreened),0,7,,0.002374496,0.54986536,1401625,1621,0.431832202,,2236661011,Bacteria,Permanent Draft,"Generating reference genomes for marine ecosystem research: Single cell sequencing of ubiquitous, uncultured bacterioplankton clades",DOE Joint Genome Institute (JGI),2236661011,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,unclassified,alpha proteobacterium SCGC AAA240-E13,Environmental,Aquatic,Unclassified,Marine,,Marine,
Aliagarivorans taiwanensis DSM 22990,1.184210526,38,45,0.012890119,1.433177757,4415338,4225,0.899408284,33,2524614757,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2524614757,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aliagarivorans,Aliagarivorans taiwanensis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",
Aliagarivorans marinus DSM 23064,1.311111111,45,59,0.015264615,1.53324579,4880341,4520,0.995575221,17,2523533543,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2523533543,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aliagarivorans,Aliagarivorans marinus,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sea water",
Algoriphagus marincola DSM 16067,1.037735849,53,55,0.017978325,1.340233212,4431678,3951,1.341432549,1,2523533625,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2523533625,Bacteroidetes,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus marincola,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sea water",
Algoriphagus mannitolivorans DSM 15301,1.057692308,52,55,0.017639111,1.255090581,4152949,3700,1.405405405,,2523533553,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2523533553,Bacteroidetes,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus mannitolivorans,Environmental,Aquatic,Intertidal zone,Marine,,"Aquatic, Marine, Sediment",
Algoriphagus machipongonensis PR1,1.018181818,55,56,0.018656752,1.446746304,4776234,4265,1.289566237,,640612202,Bacteria,Permanent Draft,Algoriphagus machipongonensis PR1,"Broad Institute, J. Craig Venter Institute (JCVI)",640612202,Bacteroidetes,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus machipongonensis,Environmental,Aquatic,Unclassified,Sediment,,"Host, Marine, Mud",
Algicola sagamiensis DSM 14643,1.127272727,55,62,0.018656752,1.390436835,4343354,4099,1.341790681,29,2519899678,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2519899678,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Algicola,Algicola sagamiensis,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sea water",
Alcanivorax sp. DG881,1.216216216,37,45,0.012550906,1.147899061,3804728,3384,1.093380615,40,647533109,Bacteria,Permanent Draft,Alcanivorax sp. DG881,J. Craig Venter Institute (JCVI),647533109,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,Alcanivorax sp. DG881,Host-associated,Unclassified,Unclassified,Unclassified,,Marine,
Aestuariimicrobium kwangyangense DSM 21549,1,14,14,0.004748991,0.913163201,2990149,2692,0.520059435,24,2523533600,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2523533600,Actinobacteria,Other,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Aestuariimicrobium,Aestuariimicrobium kwangyangense,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment",
"Aequorivita sublithincola QSSC9-3, DSM 14238",1.028571429,35,36,0.011872478,1.099730719,3520671,3242,1.079580506,,2509276063,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),2509276063,Bacteroidetes,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Aequorivita sublithincola,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",
Aequorivita capsosiphonis DSM 23843,1.068965517,29,31,0.009837196,1.247967093,4042904,3679,0.788257679,3,2524023070,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2524023070,Bacteroidetes,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Aequorivita capsosiphonis,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sea water",
